source_name,source_url,processing_note,privacy_note,created_for
Kaggle - The Big Dataset of Ultra-Marathon Running,https://www.kaggle.com/datasets/aiaiaidavid/the-big-dataset-of-ultra-marathon-running,"Filtered to Australian events using event names ending in (AUS), years 2015–2022, and selected ultra distances: 50 km, 100 km, 161 km.","Only aggregated data exported. No athlete names, IDs or individual-level rows are included in the final files.",FIT2179 Data Visualisation 2 running project
